folder_name,file_count,predicted_purpose,buckets,sample_file_1,sample_file_2,sample_file_3,select
Docusketch ESX File,0,unknown,(empty),,,,
Dollar Tree Parking Lot - 3811 Hempstead Tpke,0,unknown,(empty),,,,
Donna Paymer - Robert Bianco CLAIM # NO100493554 - 6 Thide ct,1,property_appraisal,contract=1,full contract.pdf,,,
Doorloop,500+,claim_restoration,"other=290, spreadsheet=148, appraisal=36, invoice=7, contract=6, estimate=6, permit=4, report=3",20230112141626253.pdf,20230126111258961.pdf,20230501105356735.pdf,
DosuSketch ESX,0,unknown,(empty),,,,
Dot Garden City - 925 Stewart Ave,3,unknown,other=3,PO#0000023456.pdf,PO#0000023457.pdf,PO#0000023504.pdf,
Dot Syoset - 500 Robbins Ln,0,unknown,(empty),,,,
Dry Logs,2,unknown,other=2,Jane Lucca Dry logs.pdf,Reilly dry log.pdf,,
Dry Logs copy,1,unknown,other=1,Rodriguez Dry logs.pdf,,,
Dry logs,2,unknown,other=2,Jane Lucca Dry logs.pdf,Reilly dry log.pdf,,
Du Ya LLC,3,unknown,other=3,CP 575_DU YA LLC (1).pdf,EXECUTED OPERATING AGREEMENT.pdf,NYS Pub Filing Receipt (17) CERTIFICATE.pdf,
Duct Clean - Emilio,1,unknown,other=1,ANTHNY-RAWLS-DCT-CLN_FINAL_DRAFT_CON.pdf,,,
Duct Cleaning - Chris M,1,unknown,other=1,VICTORIOUS_PIZZA_HVC_FINAL_DRAFT_CON.pdf,,,
Duct Cleaning - Emilio,5,unknown,other=5,Duct Cleaning Photos_companycam_report.pdf,INV000708.pdf,RUI-FIGUEIREDO-DCTCL_FINAL_DRAFT_CON.pdf,
Duct Cleaning - Jeremy,4,unknown,other=4,INTERRANTE_DUCT_CLN_Estimate.pdf,INTERRANTE_DUCT_CLN_FINAL_DRAFT_CAR.pdf,LAPATA_DUCT_CLN_FINAL_DRAFT_CAR.pdf,
Duct Inspection photos,1,unknown,report=1,Celso Rubio Duct Inspection_companycam_report.pdf,,,
Duro Dyne - 81 Spence Street,0,unknown,(empty),,,,
Duro Dyne - commercial job,49,property_appraisal,"other=33, invoice=9, spreadsheet=6, contract=1",Duro Dyne check payment 1.pdf,Duro Dyne check payment 2.pdf,Duro Dyne initial payment invoice.pdf,
Duro Dyne Corporation - 81 Spence St,0,unknown,(empty),,,,
DuroDyne,2,unknown,spreadsheet=2,Duro Dyne Contract Template2.docx,DuroDyne Invoice Template 2.docx,,
"EDWARD, COUNT - 519 MOUNT PLACE, WEST BABYLON",10,unknown,other=10,EDWARD-COUNT-REP_Final Draft.pdf,EDWARDS-COUNT-CONCLN_Final Draft.pdf,EDWARDS-COUNT-PB_Final Draft.pdf,
EMERGENCY SERVICES,16,unknown,other=16,1_Business_card_back.pdf,1_Business_card_back2.pdf,1_Business_card_front.pdf,
ESTIMATES SENT TO LEAL PA,10,unknown,other=10,MAD_2_LIVINGSTON_RB.pdf,MAD_2_LIVING_ASB_Final Draft.pdf,MAD_2_LIVING_PB_Final Draft.pdf,
ESX File,0,unknown,(empty),,,,
ESX Files,0,unknown,(empty),,,,
ESX Files for out estimates,0,unknown,(empty),,,,
ESX Files from Diamond Ridge,0,unknown,(empty),,,,
ESX file,0,unknown,(empty),,,,
ESX files for CC and POPB,0,unknown,(empty),,,,
EZ Cabinets,2,unknown,other=2,bergin payment.pdf,ez cabinets bergin.pdf,,
Eagleview Report,1,unknown,other=1,Eagleview Report.PDF,,,
Earl Kincaid - 47 Westwood Ave,0,unknown,(empty),,,,
Earnout and Work change,2,unknown,other=2,Moschitta Work Change Order.pdf,Moschitta earn out work change doc signed.pdf,,
East Hampton - Unknown,0,unknown,(empty),,,,
Eddie Commissary - Paulina-Eddie commissary - 36-56 34th St,0,unknown,(empty),,,,
Education,1,unknown,spreadsheet=1,HO policy.pdf,,,
Eli Serur - Reco Russ Vonfrank - Narraganett Bay NYH 0115134 - 175 W 95th St Apt #24g,0,unknown,(empty),,,,
Elizabeth Moyher,4,unknown,other=4,20220629123003494.pdf,Moyher COBRA election draft.docx,20220629123003494.pdf,
Email Sequence,24,unknown,other=24,Email Sequence 1.docx,Email Sequence 2.docx,Email Sequence 3.docx,
Emergency Direct to Pay,1,unknown,other=1,20250115161958125.pdf,,,
Emergency Electric,2,unknown,other=2,20240813100513722.pdf,emergency electric 2 (1).pdf,,
Emergency Services Corp,4,unknown,"other=3, spreadsheet=1",4-20-26 RENEWAL FILING EMERGENCY SERVICES.pdf,EMERGENCY SERVICES CORP. (1).pdf,EMERGENCY SERVICES CORP. (2) (2).pdf,
Emergency services contract,2,unknown,other=2,20240809144349986.pdf,20240814121617020.pdf,,
Emilio Sale,2,unknown,other=2,December gas receipts & car alowance.pdf,November gas receipts Emilio.pdf,,
"Emitsham, Haq - NEW - pending contract",1,claim_restoration,insurance=1,474 kime insurance.pdf,,,
Emmanuel West - 26 Pinetree Dr,0,unknown,(empty),,,,
Employees,278,property_appraisal,"other=210, spreadsheet=62, contract=6",2021 EMPLOYEE FORMS.pdf,2023-05-08 15-16.pdf,Basic life-ADD.pdf,
Employees expense reimbursements,3,unknown,other=3,December gas receipts & car alowance.pdf,November gas receipts Emilio.pdf,mileage reimbursement.pdf,
Encircle,500+,claim_restoration,"other=459, spreadsheet=25, contract=6, invoice=5, report=3, insurance=2",SHAMATANGA-CON_Final Draft (1).pdf,SHAMATANGA_REP_Final Draft (1).pdf,SHAMATANGA_VIVIAN_Final Draft (1).pdf,
Encircle Exports,46,unknown,"other=43, spreadsheet=3",Alexandra Leal backup encircle report.pdf,Alida E Martinez Pareses backup Encircle report.pdf,Annette Michaels #2 backup encircle report.pdf,
End of Shelter payments,6,unknown,other=6,"Lipynsky, Erik.pdf","Peiscopgrau, Geoffrey.pdf","Smith, Anthony.pdf",
Equipment Orders,2,unknown,other=2,Filterbuy reciept.docx,Manual.pdf,,
Espinoza,1,unknown,spreadsheet=1,Espinoza worksheet.xlsx,,,
"Estevez, Jose",11,unknown,"other=10, spreadsheet=1",IMG_5537.pdf,IMG_5538.pdf,IMG_5539.pdf,
Estimates,3,unknown,other=3,BRBARA_BOLEN-BATH-2_FINAL_DRAFT_CON.pdf,BRBARA_BOLEN-BATH-RB_FINAL_DRAFT_CON.pdf,BRBARA_BOLEN-BATH_FINAL_DRAFT_CON.pdf,
Estimates - No Header,3,unknown,other=3,BLAKE_FINAL_DRAFT_CAR.pdf,BLAKE_REED_PO_PB_FINAL_DRAFT_CON.pdf,BLAKE_REED_RB_FINAL_DRAFT_CON.pdf,
Estimating,4,unknown,other=4,Builders Pricing tier- Estimate Experts.pdf,estimate pricing tier- Estimate Experts.pdf,Builders Pricing tier- Estimate Experts.pdf,
Everest Enterprises Corp - Mario Lopez,2,unknown,other=2,MADISON  1479 Straight Path Wyandanch NY 11798 quote.pdf,business card.pdf,,
Eviction Form,1,unknown,other=1,Sheriffs form.pdf,,,
Evictions,7,unknown,"other=5, invoice=1, spreadsheet=1",20230913102355918.pdf,20230913102520601.pdf,Eviction Instructions.docx,
Expulsion Agreements,2,unknown,"other=1, spreadsheet=1",FULL EXPLUSION WORD DOCUMENT.docx,Kristine Hart.pdf,,
Extra work estimate,1,unknown,other=1,REPETTI_RB_EXTRAWORK_FINAL_DRAFT_CON.pdf,,,
FACEBOOK Posts,1,unknown,other=1,As we honor the legacy of Dr.docx,,,
FELDMAN,4,unknown,"other=2, spreadsheet=2",INVENTORY_LIST_FEDLMAN.xlsx,PHOTOS.pdf,INVENTORY_LIST_FEDLMAN.xlsx,
FINAL ESTIMATE,8,unknown,other=8,MAD_127_SUNSET_CONCL_Final Draft.pdf,MAD_127_SUNSET_Final Draft.pdf,MAD_127_SUNSET_PO_Final Draft.pdf,
FINAL ESTIMATES,10,unknown,other=10,MAD_65_ABBOTT_CLN_Final Draft.pdf,MAD_65_ABBOTT_EMS_Final Draft.pdf,MAD_65_ABBOTT_PB_Final Draft.pdf,
FIRST CLAIM,8,unknown,other=8,MAD_AVE_210_MADISON__Final Draft-FINAL AGREED AMOUNT.pdf,MAD_AVE_210_MADI_CON_Final Draft-FINAL CONTENTS.pdf,MAD_AVE_210_MADI_PB_Final Draft-FINAL PACK BACK.pdf,
FORTIS REALTHY,4,unknown,other=4,FORTIS REALTY.pdf,FORTIS-REALTY_Final Draft.pdf,FORTIS REALTY.pdf,
"FOWORA - 5 BUENA VISTA RD, BELL TERRE",14,unknown,other=14,MAD_5_BUENA_VISTA_PB_Final Draft- final.pdf,MAD_5_BUENA_VISTA_PO_Final Draft.pdf,MAD_5_BUENA_VISTA_R1_Final Draft.pdf,
FSBO,1,unknown,spreadsheet=1,RVF - LVF -House Excel Worksheet-Updated 9.23.22.xlsx,,,
Facebook,2,unknown,other=2,Puff back content.docx,Puff back content.docx,,
"Feldsohn, Andrew",5,unknown,"other=4, spreadsheet=1",Feldsohn checks.pdf,Feldsohn payments.pdf,New Microsoft Word Document.docx,
Felix And Jackie Adamkiewicz 631-767-4037 - 23 Mill Dam Rd,0,unknown,(empty),,,,
Ferguson,1,unknown,other=1,Ferguson Receipt Bolen.pdf,,,
"Ferrus, Gerard",3,unknown,other=3,FERRUS_82_CONE_DISPO_FINAL_DRAFT_CON.pdf,"UTF-8Ferrus - 82 Cone Ave., Central Islip - MIT.pdf","UTF-8Ferrus - 82 Cone Ave., Central Islip - RB.pdf",
"Figueiredo, Rui",24,property_appraisal,"other=19, spreadsheet=3, contract=2",RUI-FIGUEIREDO-SUPP_FINAL_DRAFT_CON.pdf,Elyse Barbara Packout_Pack Back Comp Estimate.pdf,Elyse Barbara BLDG Estimate.pdf,
Final Mitigation - Chris M,1,unknown,other=1,55 Shenectady Donald Charlot MIT- Final Draft.pdf,,,
Final Rebuild - Chris M,1,unknown,other=1,55 Schenectady Donald Charlot RB - Final Draft.pdf,,,
Final Supplemental docs,2,unknown,spreadsheet=2,DAVID_GERARD_SUPPLEM_FINAL_DRAFT_CON Photos.pdf,DAVID_GERARD_SUPPLEM_FINAL_DRAFT_CON.pdf,,
Financial,4,unknown,spreadsheet=4,Madison P&L 6-28-22 - edited.xlsx,Madison P&L 6-28-22.xlsx,Madison P&L 6-28-22 - edited.xlsx,
Fire Forms,5,unknown,"other=4, spreadsheet=1",Fire Form 2.pdf,NYFC Part 3.pdf,NY Fire Claim Form - Akines.pdf,
Fireball,4,unknown,other=4,Marketing List for Lisa.docx,Marketing Manager information.docx,Marketing List for Lisa.docx,
Fishing License,2,unknown,other=2,4f9ead50-229a-47a0-932a-53e1e118c0a1.pdf,Fishing License 2025-2026.pdf,,
Flatiron,2,unknown,spreadsheet=2,Copy of Portfolio Refinance Spreadsheet - draft.xlsx,Copy of Portfolio Refinance Spreadsheet.xlsx,,
Flip Calculator,8,unknown,spreadsheet=8,11 Elliot FS_Flip_Calculator.xlsx,173 Thunder Road FS_Flip_Calculator.xlsx,275 Monroe FS_Flip_Calculator.xlsx,
Flip It 1,3,property_appraisal,"other=2, contract=1",Filing Receipt.pdf (6).pdf,IRS EIN NUMBER.pdf,OPERATING AGREEMENT EXECUTED-compressed.pdf,
Flip It 10 LLC,7,unknown,"other=6, spreadsheet=1",Approved Articles.pdf (10).pdf,EIN APPROVAL.pdf (19).pdf,EXECUTED OPERATING AGREEMENT.pdf,
Flip It 11,5,unknown,other=5,Approved Articles.pdf (11).pdf,EIN Approval.pdf (20).pdf,EXECUTED OPERATIG AGREEMENT.pdf,
Flip It 12,3,unknown,other=3,EIN Approval.pdf (21).pdf,EXECUTED OPERATING AGREEMENT-compressed (2).pdf,Filing Receipt.pdf (18).pdf,
Flip It 13,4,unknown,other=4,20260105134000004.pdf,EIN Approval.pdf (23).pdf,EXECUTED OPERATING AGREEMENT.pdf,
Flip It 14,4,unknown,other=4,Articles of Organization.pdf (7).pdf,EIN Approval.pdf (25).pdf,EXECUTED OPERATING AGREEMENT.pdf,
Flip It 15,3,property_appraisal,"other=2, contract=1",CP 575_FLIP IT 15 LLC-EIN NUMBER.pdf,EXECUTED OPERATING AGREEMENT.pdf,FLIP IT 15 LLC - NY FILING RCPT (1).pdf,
Flip It 16,3,unknown,other=3,CP 575_FLIP IT 16 LLC EIN.pdf,EXCUTED OPERATING AGREEMENT.pdf,FLIP IT 16 LLC - NY FILING RCPT (1).pdf,
Flip It 17,4,property_appraisal,"other=3, contract=1",CP 575_FLIP IT 17 LLC.pdf,FLIP IT 17 LLC  -- LLC transfer agreement executed.pdf,FLIP IT 17 LLC - NY FILING RCPT.pdf,
Flip It 2,10,property_appraisal,"other=8, contract=2",Articles of Organization.pdf (1) - Copy.pdf,Articles of Organization.pdf (1).pdf,EXECUTED OPERATING AGREEMENT-compressed_1 - Copy.pdf,
Flip It 3,5,unknown,other=5,7-24-24 BIENNIAL PAYMENT 9.00 UPROMISE.pdf,Approved Articles.pdf (3).pdf,EIN Approval.pdf (6).pdf,
Flip It 4,3,unknown,other=3,EIN Approval.pdf (7).pdf,Filing Receipt.pdf (9).pdf,OPERATING AGREEMENT EXECUTED.pdf,
Flip It 5,10,unknown,other=10,Approved Articles.pdf (5) - Copy.pdf,Approved Articles.pdf (5).pdf,EIN Approval.pdf (11) - Copy.pdf,
Flip It 6,6,unknown,other=6,EIN Approval.pdf (14) - Copy.pdf,EIN Approval.pdf (14).pdf,Filing Receipt.pdf (11) - Copy.pdf,
Flip It 7,3,unknown,other=3,Filing Receipt.pdf (12).pdf,Flip It 7 LLC - EIN (1).pdf,OPERATING AGREEMENT EXECUTED.pdf,
Flip It 8,3,unknown,other=3,EIN Approval.pdf (16).pdf,EXECUTED OPERATING AGREEMENT.pdf,Filing Receipt.pdf (13).pdf,
Flip It 9,5,property_appraisal,"other=4, contract=1",Approved Articles.pdf (9).pdf,EIN Approval.pdf (18).pdf,EXECUTED OPERATING AGREEMENT-compressed_4.pdf,
Flip It RMC3,3,property_appraisal,"other=2, contract=1",EXECUTED OPERATING AGREEMENT-compressed_2.pdf,Filing Receipt.pdf (3).pdf,IRS EIN NUMBER.pdf,
Flip it 11 - 21 Rustic Rd,0,unknown,(empty),,,,
Flip it 12 - 131 Robinhood Dr. Shirley,33,property_appraisal,"other=27, spreadsheet=4, appraisal=1, invoice=1",1-1-2025 131 Robinwood Mortgage statement.pdf,836-783561 Mitigation approved.pdf,DEPRECIATION REQUEST - Emergency Services - Flip it 12 - Robinwood.pdf,
Flip it 12 - 131 Robinwood Dr,0,unknown,(empty),,,,
Flip it 12-131 Robinwood Drive-MIT - 131 Robinwood Drive,0,unknown,(empty),,,,
Flip it 14 - 613 Bourdois Bellport,21,property_appraisal,"other=17, invoice=2, appraisal=1, spreadsheet=1",12-27-24 613 Bourdois-PolicyDoc-20240911.pdf,613 bellport electrical invoice.pdf,836-786110 Coverage letter.pdf,
Flip it 14 LLC-613 Bourdois Avenue-MIT - 613 Bourdois Avenue,0,unknown,(empty),,,,
Flip it 14 LLC-613 Bourdois Avenue-REB - 613 Bourdois Avenue,0,unknown,(empty),,,,
Flip it 15 - 27 Manor Dr. Shirley,13,unknown,"other=10, spreadsheet=2, invoice=1",836-784579 Supplement Coverage letter.pdf,FLIPIT15LLC-MIT_2_RE_FINAL_DRAFT_CON.pdf,FLIP_IT_15_CONT_CLN_FINAL_DRAFT_CON.pdf,
Flip it 15-27 Manor Drive-CON - 27 Manor Drive,0,unknown,(empty),,,,
Flip it 15-27 Manor Drive-MIT - 27 Manor Drive,0,unknown,(empty),,,,
Flip it 15-27 Manor Drive-REB - 27 Manor Drive,0,unknown,(empty),,,,
Flip it 4 - Lovell Hampton Bays,14,property_appraisal,"other=11, spreadsheet=2, contract=1",contracts for docu sign.pdf,EM 41 lovell dry log.pdf,FLIP_IT_4_EMS1_FINAL_DRAFT_CON.pdf,
Flip it 4 LLC-41 Lovell Road-CON - 41 Lovell Road,0,unknown,(empty),,,,
Flip it 4 LLC-41 Lovell Road-MIT - 41 Lovell Road,0,unknown,(empty),,,,
Flip it 4 LLC-41 Lovell Road-REB - 41 Lovell Road,0,unknown,(empty),,,,
Floor Ripout Photos & Report,1,unknown,other=1,Oneill Floor Ripout Photo Report.pdf,,,
Florida,2,property_appraisal,contract=2,CILB5C_Certified_Contractor_Individual_Residential.pdf,CILB5C_Certified_Contractor_Individual_Residential.pdf,,
Florida LLC,3,unknown,other=3,ARTICLES OF ORGANIZATION.pdf,FILING 2.pdf,FILING ARTICLES OF ORGANIZATION.pdf,
Former Employees,40,unknown,"other=37, spreadsheet=3",Ann R termination letter.docx,20220707171326889.pdf,20220629123003494.pdf,
Forrest Woodward - 9 Lagoon Dr N,0,unknown,(empty),,,,
Fox Run,1,unknown,other=1,Payment letter.docx,,,
"Francis, Wayne",8,unknown,other=8,Authorization Form - Wayne Francis.pdf,FRANCISWAYNE_DISPO-_FINAL_DRAFT_CON.pdf,WayneFrancis Mitigation.pdf,
Francisco Ramos Monac - costal Insurance- PulsePoint Fire-Irma - 87 Root Ave,0,unknown,(empty),,,,
"Francois, Carline",4,unknown,other=4,FRANCOIS_DISPOSAL_FINAL_DRAFT_CON.pdf,3607809V2_FINAL_DRAFT_CAR.pdf,FRANCOIS_MIT_FINAL_DRAFT_CON.pdf,
Frank Albano,1,unknown,other=1,Musacchia roof.pdf,,,
Frank Gomez,2,unknown,other=2,20211123105114559.pdf,20211123105114559.pdf,,
Frank Romano - 383 Vanderbilt Pkwy,0,unknown,(empty),,,,
Frank Romano Wife - Hot Water Heater - 1270 lakeshore drive Massapequa park ny,0,unknown,(empty),,,,
Frank Romano-The Compound Gym - 1753 - 270 Airport Plaza Blvd,1,unknown,spreadsheet=1,certificate of completion signed.pdf,,,
Fred Crutchfield - 26 Walnut St,0,unknown,(empty),,,,
Frederick Klein - content inventory,8,unknown,"other=6, invoice=2",content inventory spreadsheet.pdf,klein content inventory kirchoff 425 paid.pdf,klein kirchoff invoice 425.pdf,
G&D Transmissions & Fleet,2,unknown,other=2,audi q8 payment 520.72.pdf,box truck payment 434.02.pdf,,
GL,2,unknown,other=2,5yr loss runs.pdf,ARMR App.pdf,,
GNJ BRENTWOOD,10,unknown,other=10,MAD_1152_FERNDALE_BLVD_EMS.pdf,MAD_1152_FERNDALE_PB_Final Draft.pdf,MAD_1152_FERNDALE_PO_Final Draft.pdf,
"GRECO, THOMAS - 3 MEAD AVE, MOUNT SINAI",10,unknown,"other=8, spreadsheet=2",MAD_3_MEAD_AVE_EMS.pdf,Photo_and_Authorization_Report.pdf,Thomas Greco- Emergency Work Completion.pdf,
Gary And Debbie Saporta 7-4-25 Water Damage - 4 Pebble Pl,0,unknown,(empty),,,,
Gary Devani - 516-330-2946 Reco Spartan -allstste - 6 Yarmouth Ln,0,unknown,(empty),,,,
Gas Receipts 11-22 thru,17,unknown,other=17,20230112131022429 - Copy.pdf,20230112131022429.pdf,20230119121936817 - Copy.pdf,
"Geffen, Daniel",3,unknown,other=3,DANIEL_GEFFEN_BB_FINAL_DRAFT_CON.pdf,D_GEFFEN_EMS_FINAL_DRAFT_CON.pdf,D_GEFFEN_PACK_OUT_FINAL_DRAFT_CON.pdf,
Geffen-41 Sunset Beach Road-MIT - 41 Sunset Beach Road,0,unknown,(empty),,,,
Geffen-41 Sunset Beach Road-REB - 41 Sunset Beach Road,0,unknown,(empty),,,,
Geminia,70,unknown,"invoice=37, other=30, spreadsheet=3",B1.docx,B10.docx,B2.docx,
Geminia Estimate from Bill Deak,1,unknown,other=1,20240729151017877.pdf,,,
Geminia Estimates,1,unknown,other=1,20240729151017877.pdf,,,
Geminia invoice,1,unknown,other=1,20240814101332693.pdf,,,
"Geneve, Geradine - owes 8500",22,unknown,"other=20, report=1, spreadsheet=1",53_SUBURBAN_EMS_REV_FINAL_DRAFT_CON.pdf,Geneve completion Pics.pdf,depreciation request form Geneve .pdf,
Geneve-53 Suburban Avenue-ASB - 53 Suburban Avenue,0,unknown,(empty),,,,
Geneve-53 Suburban Avenue-MIT - 53 Suburban Avenue,0,unknown,(empty),,,,
Gerard Spreadsheet,3,unknown,spreadsheet=3,GERARD SPREADSHEET.xlsx,GERARD.SPREADSHEET.UPDATED-DESKTOP-E405O4F.xlsx,GERARD.SPREADSHEET.UPDATED.xlsx,
"Gerard, David - Legal & Lien",19,claim_restoration,"other=10, spreadsheet=7, insurance=1, invoice=1",DAVID_GERARD_CODEUPG_FINAL_DRAFT_CON.pdf,DAVID_GERARD_PO_PB2_FINAL_DRAFT_CON.pdf,DAVID_GERARD_SUPPLEM_FINAL_DRAFT_CON.pdf,
Gerardine Geneve 631-374-9812 - 53 Suburban Ave,0,unknown,(empty),,,,
Giacomo (Tenant Ezequias Pardim 516-939-5794) - 2120 6th St,0,unknown,(empty),,,,
Giacomo - 5 Croydon Ct,0,unknown,(empty),,,,
Giacomo-solar roof project - 37 Browning Dr,0,unknown,(empty),,,,
Giaquinto Realty - Rent,5,unknown,other=5,12-2025 rent.pdf,730.92 property tax payment february 2026 rent.pdf,Giaquinto - Rent due 1-1-26 - $4714.16.pdf,
Gilbert,5,unknown,"other=3, invoice=2",20240112143621823.pdf,Invoices and tracker Gilbert.pdf,Structure and Contents C Estimate Gilbert.pdf,
Giovanni Merceus,1,unknown,other=1,20240508150931534.pdf,,,
Go Pro,2,unknown,other=2,20240104123847909.pdf,Gomez - Go Pro letter.docx,,
Gonzales-18 26th Street-CON - 18 26th Street,0,unknown,(empty),,,,
Gonzales-18 26th Street-MIT - 18 26th Street,0,unknown,(empty),,,,
Gonzales-18 26th Street-REB - 18 26th Street,0,unknown,(empty),,,,
"Gonzalez, Carmina",14,property_appraisal,"other=11, spreadsheet=2, contract=1",C-GONZALES_EMS_FINAL_DRAFT_CON.pdf,Carmina Gonzalez Cert of Completion.pdf,Completion Photos - Gonzalez.pdf,
Google Guaranteed,8,unknown,other=8,20220707114555147.pdf,20220707114739391.pdf,20220707115145316.pdf,
Goosehead Insurance,161,claim_restoration,"other=118, spreadsheet=30, invoice=10, insurance=2, report=1",BOBBOMATIC LLC - NYFD11994600.pdf,168 Moriches Questionnaire.pdf,168 moriches j&j quote.pdf,
Gouldsbury,8,unknown,"other=6, invoice=1, spreadsheet=1",20231010144631484.pdf,20231010144652987.pdf,20231010144750937.pdf,
Greco Lawsuit,8,unknown,other=8,20220706160341325.pdf,General Release.pdf,Greco v. Narragansett Bay Ins Co - Response to Interrogatories.docx,
Green Earth Inc,6,unknown,other=6,20230607125707324.pdf,20230607125742587.pdf,Lien response.docx,
"Greenberg, Suzanne - closed",32,property_appraisal,"other=23, spreadsheet=5, contract=3, invoice=1",Adjuster's Bldg Eval.pdf,Greenberg Approved Rebuild.pdf,Greenberg - Certificate of completion (Signed).pdf,
"Griffiths, David",0,unknown,(empty),,,,
Grippo,1,unknown,other=1,20231211142239327.pdf,,,
Guilaine Pierre Paul - 23 E Nancy Pl,0,unknown,(empty),,,,
Guilaine Pierre Paul - Puff Back - Reco Waldy - 144 Washington Ave,0,unknown,(empty),,,,
"HARRIS, TONYA",8,unknown,other=8,MAD_14_ARMELL_CONCLN_Final Draft.pdf,MAD_14_ARMELL_EMS_3_Final Draft.pdf,MAD_14_ARMELL_PB_3_Final Draft.pdf,
HASFAL,22,unknown,"other=20, spreadsheet=2",MAD_43_19TH_RB_Final Draft.pdf,MAD_43_19TH_Final Draft-FINAL-EMS.pdf,MAD_43_19TH_PB_Final Draft-REVISED.pdf,
HASFAL PHOTOS,2,unknown,other=2,MAD_43_19TH_RB_Final Draft.pdf,MAD_43_19TH_RB_Final Draft.pdf,,
HDR ARCHIVE,5,unknown,other=5,Bodie Inside Bathroom Wall Cut_CAT3 Sewage.pdf,GUERLENE_PIERRE-CONT_FINAL_DRAFT_CON.pdf,GUERLENE_PIERRE-FLR_FINAL_DRAFT_CON.pdf,
"HENRY P VENIER 697 8TH ST BOHEMIA, NY 11716-1520 - 697 8th St",0,unknown,(empty),,,,
HK Recovery Group,20,property_appraisal,"other=18, contract=1, spreadsheet=1",Copy of 2024.04.8_Tracking_Status Sheet.xlsx,709654_2022_Madison_Avenue_Construction_Corp_v_Lois_Johnson_ORDER___MOTION__SHO_16.pdf,Final Judgement.pdf,
HOA,2,unknown,other=2,HOA Packet content draft 2.docx,HOA Packet content draft 2.docx,,
HOUNSLOW LLC-209 Jamaica Avenue-MIT - 209 Jamaica Avenue,0,unknown,(empty),,,,
Handbook,6,unknown,"spreadsheet=4, other=2",APPENDIX 1 - SEXUAL HARASSMENT POLICY.docx,MAC Employee Handbook.docx,Madison Avenue Construction Handbook Cover.docx,
Haq Emitsham Reco Micah - 474 Kime Ave,0,unknown,(empty),,,,
Harriet & John Zaglas & Daughter Karen - 12 Dogwood Ln,0,unknown,(empty),,,,
"Harris, Kirk - pending contracts",4,property_appraisal,"other=3, contract=1",American Leak Detection.pdf,Coverage Letter 159027864.pdf,Estimate for FEHNTRICH.pdf,
Harry Oates - 4 Hassam PI,0,unknown,(empty),,,,
"Haynes, Sarah",2,unknown,"invoice=1, other=1",Haynes loss - refund invoice3.pdf,Sarah Haynes General Lease.pdf,,
Health First,64,unknown,"other=58, spreadsheet=6",1099 Letter.pdf,2021 Healthfirst Commercial Enrollment Application_Employee App Form.pdf,2021 Healthfirst Commercial Enrollment Application_Employer Form.pdf,
Hearth,2,property_appraisal,contract=2,Contractors Handbook.pdf,Contractors Handbook.pdf,,
Hibu,18,property_appraisal,"other=16, contract=2",BBB Website badge.docx,Flood blog.docx,Ice Damming.docx,
Hinton Water Loss - 33 Hinton Ave,0,unknown,(empty),,,,
Hiring,6,unknown,other=6,Nextiva Sales Quote.pdf,Project Foreman Ad.docx,Project Manager Ad.docx,
Holiday Schedule,5,unknown,other=5,2023 Holiday Schedule draft.doc,2023 Holiday Schedule.docx,2024 Holiday Schedule.docx,
Homa Mansuri 631-697-8234 - 7 Kellogg Pl,0,unknown,(empty),,,,
Home Damage Guru,6,unknown,other=6,HDG_GoDaddy_domain.pdf,Home Damage Guru_V (1).pdf,March 2023 Article - Getting ready for Spring.docx,
Home Damage Guru Logos,1,unknown,other=1,Home Damage Guru_V (1).pdf,,,
Home Expenses,7,unknown,spreadsheet=7,#1 - 11 Elliot Avenue.xlsx,#13 - 35 Venetian Prom.xlsx,#2 - 275 Monroe Drive.xlsx,
HomeDoc Restoration,7,unknown,"other=5, spreadsheet=2",CERTIFICATE OF SATISFACTION.docx,Client Intake Worksheet.docx,Work Authorization.docx,
HomeDocRestoration,5,unknown,other=5,Bodie Inside Bathroom Wall Cut_CAT3 Sewage.pdf,GUERLENE_PIERRE-CONT_FINAL_DRAFT_CON.pdf,GUERLENE_PIERRE-FLR_FINAL_DRAFT_CON.pdf,
"Hopps, Glenn",27,property_appraisal,"other=22, contract=3, invoice=1, spreadsheet=1",5011317 Emergency Services Hopps INV.pdf,5011317 Emergency Services Hopps LR.pdf,G_HOPPS_ASBESTOS_FINAL_DRAFT_CON.pdf,
Hopps-43 Bulger Street-MIT - 43 Bulger Street,0,unknown,(empty),,,,
Hopps-43 Bulger Street-MIT 2 - 43 Bulger Street,0,unknown,(empty),,,,
Hopps-43 Bulger Street-REB - 43 Bulger Street,0,unknown,(empty),,,,
Hounslow,26,property_appraisal,"other=23, contract=1, invoice=1, spreadsheet=1",20240814101349550.pdf,Eagleview Report.PDF,20240813100513722.pdf,
Hounslow - 209 Jamaica Ave,0,unknown,(empty),,,,
House Heating list,1,unknown,other=1,20240419121137151.pdf,,,
House spreadsheets,22,unknown,spreadsheet=22,"121 W. 21st Street, Deer Park.xlsx",131 Robinwood Drive (Women).xlsx,"17 Windmill Lane, Levittown (Empty).xlsx",
Houston Person - 25 Miro Pl,0,unknown,(empty),,,,
Howard & Suzan Greenberg - Kitchen Water Loss 0721-0036REB - 2 Grill Dr,1,unknown,spreadsheet=1,certificate of completion greenberg.pdf,,,
